model,mode,conc,req,fail,aborted,abort_reason,vllm_max_concurrency,vllm_max_model_len,prompt_tok_s_agg,prefill_tok_s_req,decode_tok_s_agg,total_tok_s,per_req_e2e_tok_s,decode_tok_s_req,benchmark_time_s,lat_mean_s,lat_p90_s,ttft_mean_s,ttft_p90_s,sys_cpu_mean_pct,sys_cpu_max_pct,sys_ram_mean_pct,sys_ram_max_pct,swap_max_gib,swap_max_pct,proc_cpu_mean_pct,proc_cpu_max_pct,proc_rss_max_gib,gpu_util_mean_pct,gpu_util_max_pct,gpu_mem_max_gib,gpu_mem_max_pct,proc_gpu_mem_max_gib
qwen3.6:35b-a3b-q8_0,unique,1,1,0,False,,1,262144,134.48743430925177,,38.94658731127653,173.4340216205283,38.96639795567939,,3.286552400008077,3.284881505998783,3.284881505998783,,,6.402489488889563,6.539000467071466,46.681849224177874,46.69298185970791,0.18825912475585938,1.1766198102521443,0.1856870584189425,0.23232738506131664,0.205596923828125,61.333333333333336,92.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,1,2,0,False,,1,262144,138.16144338154842,,38.824730522147526,176.98617390369594,38.83469922018736,,6.59373539898661,3.296402100007981,3.3247419144026935,,,7.5409058515060545,9.80573543015726,46.64490536314142,46.6606121597408,0.18825531005859375,1.1765959683885499,0.3705548640914152,1.205558540354367,0.21575546264648438,92.16666666666667,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,1,4,0,False,,1,262144,138.20104799092775,,37.8998053408436,176.10085333177133,37.92304679115783,,13.509304213977885,3.3768494857504265,3.459459446495748,,,7.552864751167754,10.481984089845575,44.68655941363968,46.59417998061016,0.18825531005859375,1.1765959683885499,0.4052193522261404,1.2056833185123423,0.21016311645507812,87.25,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,2,4,0,False,,1,262144,145.66588314968192,,39.94693742508685,185.61282057476876,24.78202865870138,,12.81700257898774,5.614946928260906,6.425086006105994,,,8.06890523093536,9.485981308411217,42.954644862576295,43.00860405183001,0.18825149536132812,1.1765721265249554,0.39951266888349196,1.3968049446597701,0.23514175415039062,83.36363636363636,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,4,8,0,False,,1,262144,147.7924227068486,,40.04748368664011,187.83990639348872,15.195274156962494,,25.56964647298446,10.402306878375384,12.76983803170151,,,7.901285934440608,12.462462462462465,42.82288886456575,42.93217193633533,0.18825149536132812,1.1765721265249554,0.39451812631067423,1.6651288400100415,0.2556648254394531,88.0,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,8,16,0,False,,1,262144,148.79324017431878,,40.080041546363915,188.8732817206827,9.128076856824217,,51.09775142400758,19.986143918622474,25.499123233996215,,,8.120378583572764,16.466466466466468,42.793120196651905,42.9354853948735,0.18825149536132812,1.1765721265249554,0.37706724963627486,1.8076635908921443,0.3908119201660156,91.51063829787235,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,16,32,0,False,,1,262144,149.18598832342227,,40.0672616990845,189.25325002250676,5.374907197045753,,102.22809910899377,39.14218727962452,51.0266490126116,,,8.142988851782379,25.92778335005015,42.82888642672887,43.21539270455426,0.18825149536132812,1.1765721265249554,0.367221001843019,2.362652993796506,0.6238517761230469,91.54255319148936,93.0,,,0.0
qwen3.6:35b-a3b-q8_0,unique,32,64,0,False,,1,262144,149.27309983462132,,40.078831694969615,189.35193152959096,3.0744632493641193,,204.3971756050014,77.47499391420706,102.0618268813967,,,8.03179986108236,47.0912738214644,42.8501843006384,43.60287613216756,0.1882476806640625,1.1765482846613609,0.3792423472107944,2.4607264826498536,1.1196403503417969,91.54497354497354,93.0,,,0.0
